,raw_message,posttime,threadid,name,topic_url
3991,"*Are you trying to provoke a reaction.*

No I’m interested. It seems we might be talking at cross purposes. 

Lots of people on these forums are upset because the definition of transgender has been widened to include transvestites and we must accept them as women as much as the old school transsexuals.",2018-12-07 16:41:12+00:00,3445268,To be shocked that Mn has been branded a “hotbed of transphobia”,am_i_being_unreasonable
3992,"* I do believe he does want to be with me and he’s saying she’s the one chasing him*

Oh cmon you don't really. You can't? You've seen what he's saying to her, don't you think she thinks the same thing?

And you know he's lying, he's chasing her. You've seen the texts,

End it, honestly he can't have any respect for you allowing this to go on and your only question is do you love her. What the fuck difference does that make, he's involved in anothe relationship. He's even telling other people he loves her ffs.",2018-06-11 20:06:19+00:00,3275147,He's gone back to her again!! ,relationships
3993,soupy!!!,2005-11-28 19:27:41+00:00,126167,snort! the mn style shop  - quick the manager is on holiday,style_and_beauty
3994,This is absolutely insane. You need to get your phone checked out properly and your house. I would get things checked and see if there's anyway of proving they did it if anything is found. Then go to the police.,2019-01-13 08:26:36+00:00,3477822,Phone bugged,am_i_being_unreasonable
3995,"My DC do swimming lessons.  It has been fun from the very beginning, even before any basic skills were learnt.  The instructors are excellent and there is a huge emphasis on having fun.

Unfortunately what I often see then is almost the opposite... as the kids progress it becomes more fun, more pressure is put on them and surprise, surprise, they start dropping out.",2018-11-06 09:09:52+00:00,3415256,About music practice?,am_i_being_unreasonable
3996,"

[quote NotanotherboxofFrogs]16 months, **@LittleTabby**. But both very daft. One of them went into the back of the couch the day I took them home, less than 30 minutes in. I sat and cried as I was afraid to move the couch in case of crushing, the back of the couch for sealed off as soon as I got them out.[/quote]
Bless them! Oh I so get that feeling, I said to my daughter not to move the sofa just in case we squish her! 

They certainly grab your hearts don't they! 

Loving it ❤",2021-08-22 22:16:42+00:00,4328421,Night settling?,the_litter_tray
3997,Its 41% discount at Isabella Oliver today. I just cracked and ordered a wrap dress [blush],2012-08-29 11:55:37+00:00,1548407,March 2013 Mk IV: Knicker-checking; knicker-wetting; knicker-knackered,birth_clubs
3998,*@SpideyMom* yes I certainly will post if any text or letter arrives clarifying this payment.,2021-03-30 12:57:44+00:00,4201011,Tax credit - anyone got a date for the £500 payment yet?,legal_money_matters
3999,"I am definatley NOT a morning person. I am a grumpy cow too. Just try not to shout or say anything mean til I've had my coffee/tea and woken up a bit. 
 I am used to it, I guess, just don;t like it. 
 The only thing that really works is going to bed earlier, but I hate to do that as it's my only time without them.",2007-08-30 10:29:26+00:00,379731,"How do you cope with mornings, if you&#39;re not a morning person?",other_subjects
4000,I reckon a boy OP,2018-06-08 19:00:39+00:00,3271281,15 week scan photo what do you think I'm having?,pregnancy
4001,"Paypal holds the money until item is recieved by the buyer and transaction is all confirmed. 

She needs to post item to you before she will get her money. 

It is there system to protect buyers.",2015-08-09 12:08:52+00:00,2444768,PayPal 'pending',ebay
4002,"Right I am off to bed, will catch Bubble and Squeak tomorrow. 
 
 
Much prefer, Squeak, to TBC.",2006-10-29 23:26:51+00:00,233652,Bubble and Young Master Bubble are home from hospital.,birth_announcements
4003,"Bold fail...invert up to the visible *
I hate it when it does that.",2018-07-06 10:58:54+00:00,3296479,Alternative Definitions of 'Woman'?,womens_rights
4004,"When I went to university in 1977 only a small proportion of people went to university and there were less universities. No one paid fees and grants , non repayable, were enough to live on.

 So far as a ""graduate tax"" apart from 3 months maternity leave I've worked full time for 35 years , paying higher rate tax for at least 25 of them so I reckon I've more than paid any graduate levy.

When my son went there were no fees payable in Scotland although we had a repeat year to pay for. I can't remember how the other funding worked. He got a very small student loan, not enough to live on but as we'd paid school fees from age 4 to 18 it was just a continuation of that.",2016-07-06 00:58:36+00:00,2678878,AIBU to wonder why the UK doesn't have a culture of saving for kids' University?,am_i_being_unreasonable
4005,*@katao* hate to say it but in my experience you have to self diagnose endo as even with the recent press surrounding it so many GPS dismiss you as a bad period and leave you to it! 😕,2021-02-08 16:26:36+00:00,4154132," Meaty periods, ivf roadmaps & announcing BFPS on tannoy 📢TTC Bus 31",conception
4006,Here are the ladies who lunch - why isn't Juliet at work?,2019-01-17 21:32:56+00:00,3465277,OUR GIRL AND CAPTAIN JAMES THREAD L,telly_addicts
4007,"Someone do a clicky, too thstupid",2020-04-10 22:18:44+00:00,3876773,I am totally being unreasonable- read with caution ,coronavirus
4008,30th November.... St Andrews night   has been our family tradition since.... Well who knows. ,2018-09-03 07:25:50+00:00,3353644,When do you put up your tree?,Christmas
4009,"I really, really like those Office ones, Tethers. I bought the Office Hasbeens in the sale a month or two ago. Not worn them yet but they're lovely. 
",2012-04-07 20:23:09+00:00,1444873,Clog-type Sandals...like Swedish Hasbeens,style_and_beauty
4010,"Hi OP.

I am glad you are getting counselling. 

I too became highly promiscuous in an extreme was following rape, twice in my life. For years I have tried to resolve who I feel I truly am, with who I was during those periods. The things I did and allowed to be done, haunt me.

I have had several yours of counselling and I have read as much as I can around the subject. The promiscuous behaviour is a trauma response to being raped. Coping with the utter destruction of your inner self. You had no control over who penetrated you, so you try to replace those memories by actively consenting to highly risky situations. 

I have never spoken of the things I did during these periods. They were do degrading and disgusting,  I thought I could never forgive myself. 

The thing is, during that trauma period you were extremely vulnerable.  Those who used and abused you, including this man, would have seen it from a million miles away. Your vulnerability would have shone like the sun. They exploited that vulnerability for their own sick agenda. 

During my time in trauma hell,  I did swinging, sex clubs etc with my 'owner' but I refused to engage with anyone else who was obviously vulnerable, which got me in a lot of trouble.  You can tell when someone is vulnerable, it's in the eye contact. Us damaged ones would smoke together,  but there was an unspoken knowledge that we were safe with each other, amongst predators. 

Those men knew. That consent was not true consent. You wouldn't do those things to someone who was suffering like you were.  It would revolt you. That guilt you are carrying,  it isn't your guilt. You need to give it back to all those people who saw that pain in your eyes, yet chose to abuse you. They are filth and deserve nothing but hatred from you.

[flowers]",2021-06-02 16:36:07+00:00,4260471,What does this man from my past want? TW,relationships
